credito_id,cliente_id,fecha_solicitud,monto_aprobado,plazo_meses,tasa,score_buro,destino,default_90d,dias_mora,monto_recuperado
903178,3006243,2025-03-08,9774000,18,0.0471,558,consumo,1,149,3560000
903179,3006251,2025-05-25,390000,18,0.055,453,negocio,0,0,0
903180,3006251,2025-11-21,2405000,24,0.055,483,consumo,0,0,0
903181,3006251,2025-11-23,1531000,18,0.0455,528,consumo,1,136,407000
903182,3006253,2026-02-02,5781000,18,0.0421,638,negocio,0,0,0
903183,3006259,2025-11-25,1668000,3,0.0267,580,consumo,0,0,0
903184,3006259,2025-03-20,5433000,24,0.055,535,negocio,0,0,0
903185,3006262,2025-04-23,2760000,36,0.055,529,consumo,0,0,0
903186,3006264,2025-12-27,661000,24,0.0485,528,consumo,0,0,0
903187,3006264,2026-02-22,2002000,6,0.0389,497,consumo,0,0,0
903188,3006266,2025-01-21,6024000,36,0.055,572,negocio,0,0,0
903189,3006266,2026-02-08,3190000,18,0.0373,676,educacion,0,0,0
903190,3006268,2025-03-23,2560000,18,0.0379,607,consumo,0,0,0
903191,3006269,2025-01-16,1680000,36,0.055,520,negocio,1,139,460000
903192,3006272,2025-09-11,9110000,24,0.055,509,educacion,0,0,0
903193,3006272,2025-12-05,8632000,18,0.0462,555,consumo,0,0,0
903194,3006272,2025-09-16,5242000,24,0.049,540,educacion,1,143,1667000
903195,3006273,2026-01-20,7045000,6,0.0422,676,consumo,0,0,0
903196,3006273,2025-04-11,14158000,12,0.0325,582,otros,0,0,0
903197,3006274,2025-12-01,2541000,6,0.0402,523,educacion,0,0,0
903198,3006279,2025-11-09,11123000,24,0.0511,565,consumo,0,0,0
903199,3006284,2026-02-28,3557000,36,0.0483,646,consumo,0,0,0
903200,3006289,2025-12-18,8558000,12,0.0364,587,negocio,0,0,0
903201,3006290,2025-09-25,4323000,24,0.0498,459,negocio,0,0,0
903202,3006291,2025-07-26,3683000,6,0.0273,620,consumo,0,0,0
903203,3006291,2025-04-15,2863000,18,0.0435,600,negocio,0,0,0
903204,3006292,2025-05-18,2604000,12,0.0404,564,salud,0,0,0
903205,3006293,2025-11-27,4641000,12,0.034,685,consumo,0,0,0
903206,3006296,2025-01-23,1861000,18,0.0483,479,negocio,1,154,410000
903207,3006296,2026-01-12,1817000,12,0.0386,613,consumo,0,0,0
903208,3006297,2026-02-13,9271000,18,0.0502,579,consumo,0,0,0
903209,3006297,2026-01-15,9353000,24,0.0516,566,salud,0,0,0
903210,3006298,2025-06-24,983000,24,0.0529,503,consumo,0,0,0
903211,3006300,2026-01-10,2426000,12,0.0371,679,consumo,0,0,0
903212,3006301,2025-12-11,2692000,3,0.0329,556,salud,1,149,576000
903213,3006301,2025-12-04,452000,6,0.0427,543,educacion,0,0,0
903214,3006302,2026-02-18,4758000,24,0.0498,567,consumo,0,0,0
903215,3006302,2025-11-11,5847000,3,0.0371,637,negocio,0,0,0
903216,3006303,2025-08-16,1086000,6,0.0397,490,educacion,0,0,0
903217,3006308,2025-10-18,1949000,24,0.0521,497,consumo,0,0,0
903218,3006308,2026-01-14,1207000,12,0.0516,537,consumo,0,0,0
903219,3006308,2025-09-04,1223000,12,0.0435,528,educacion,0,0,0
903220,3006309,2026-02-16,2294000,36,0.055,503,consumo,0,0,0
903221,3006314,2025-04-17,1025000,3,0.0339,536,negocio,0,0,0
903222,3006315,2025-08-14,10249000,6,0.0353,532,consumo,1,165,5038000
903223,3006315,2025-05-24,1341000,18,0.0436,603,negocio,0,0,0
903224,3006317,2025-06-04,5365000,3,0.0388,482,otros,1,148,1563000
903225,3006317,2025-01-20,1547000,6,0.0383,532,consumo,0,0,0
903226,3006326,2025-08-10,7179000,3,0.0381,568,consumo,0,0,0
903227,3006327,2025-12-28,6580000,12,0.0396,580,negocio,0,0,0
903228,3006329,2025-01-02,1255000,12,0.0475,439,negocio,0,0,0
903229,3006329,2025-05-21,1461000,12,0.0415,502,negocio,1,153,404000
903230,3006334,2025-09-09,731000,24,0.055,491,salud,1,164,261000
903231,3006334,2026-01-29,1047000,12,0.0439,446,negocio,0,0,0
903232,3006335,2025-12-05,2113000,18,0.047,506,negocio,0,0,0
903233,3006335,2025-11-10,2490000,24,0.0518,507,consumo,0,0,0
903234,3006335,2026-01-30,2639000,12,0.0463,489,negocio,0,0,0
903235,3006336,2025-10-25,1740000,18,0.0477,539,consumo,0,0,0
903236,3006339,2025-01-16,25076000,3,0.0357,571,negocio,0,0,0
903237,3006340,2025-02-19,9546000,24,0.0471,650,consumo,0,0,0
903238,3006340,2025-10-08,3661000,18,0.051,598,consumo,0,0,0
903239,3006340,2025-12-06,8431000,6,0.0377,587,consumo,0,0,0
903240,3006342,2025-06-25,2978000,24,0.0501,591,consumo,0,0,0
903241,3006342,2026-01-18,8689000,3,0.0372,542,consumo,0,0,0
903242,3006343,2025-03-07,7308000,12,0.0387,601,consumo,0,0,0
903243,3006344,2025-10-09,3396000,6,0.0355,601,consumo,0,0,0
903244,3006344,2025-07-10,5224000,12,0.043,606,consumo,0,0,0
903245,3006345,2025-01-01,5850000,6,0.0483,524,salud,0,0,0
903246,3006345,2025-08-25,6987000,6,0.0425,570,educacion,0,0,0
903247,3006347,2025-04-16,1994000,18,0.0502,558,consumo,1,139,524000
903248,3006347,2025-10-08,841000,6,0.0431,522,negocio,0,0,0
903249,3006349,2025-11-25,431000,12,0.047,502,consumo,1,155,167000
903250,3006352,2025-04-12,4971000,18,0.0418,663,negocio,0,0,0
903251,3006352,2026-02-19,4815000,18,0.0464,521,consumo,0,0,0
903252,3006354,2026-01-12,8321000,24,0.0549,521,otros,1,146,4029000
903253,3006363,2026-01-11,4770000,12,0.0333,693,negocio,0,0,0
903254,3006368,2026-02-27,793000,18,0.0512,495,educacion,0,0,0
903255,3006368,2025-12-29,3076000,12,0.0472,522,consumo,0,0,0
903256,3006376,2025-12-22,3751000,36,0.055,528,negocio,1,163,1540000
903257,3006378,2026-02-27,6119000,12,0.0421,607,negocio,0,0,0
903258,3006379,2026-02-15,6202000,6,0.0394,534,consumo,0,0,0
903259,3006379,2026-02-12,4283000,3,0.0399,607,negocio,0,0,0
903260,3006381,2025-12-05,9789000,24,0.0515,515,salud,0,0,0
903261,3006382,2025-03-25,2666000,12,0.0397,472,educacion,1,151,1015000
903262,3006383,2025-03-13,1344000,12,0.0353,614,otros,0,0,0
903263,3006383,2025-06-11,1628000,18,0.0502,465,consumo,0,0,0
903264,3006386,2025-03-23,10148000,12,0.0495,580,otros,0,0,0
903265,3006386,2026-02-03,5859000,12,0.0439,536,consumo,1,154,2611000
903266,3006389,2025-11-02,9977000,36,0.055,579,negocio,0,0,0
903267,3006392,2026-02-03,2173000,6,0.0394,650,educacion,0,0,0
903268,3006408,2025-09-06,1819000,18,0.0496,540,consumo,0,0,0
903269,3006412,2025-09-11,1121000,12,0.0431,585,otros,0,0,0
903270,3006413,2025-05-09,2249000,3,0.0391,588,educacion,0,0,0
903271,3006414,2025-12-10,1108000,36,0.055,502,salud,0,0,0
903272,3006414,2025-10-04,4491000,12,0.0478,459,consumo,1,163,2372000
903273,3006415,2025-05-21,6614000,12,0.0456,596,negocio,0,0,0
903274,3006420,2025-03-26,2448000,18,0.0537,545,consumo,0,0,0
903275,3006421,2025-12-09,1445000,12,0.043,597,educacion,0,0,0
903276,3006421,2025-06-25,1382000,18,0.0473,499,otros,0,0,0
903277,3006425,2025-11-30,1259000,12,0.0449,470,consumo,0,0,0
903278,3006426,2026-01-22,1726000,24,0.0547,508,consumo,1,143,1068000
903279,3006428,2026-01-11,1211000,12,0.045,513,otros,0,0,0
903280,3006428,2025-02-01,2317000,18,0.0513,461,consumo,1,151,1147000
903281,3006429,2025-10-18,663000,3,0.0328,516,negocio,0,0,0
903282,3006431,2026-02-12,5747000,18,0.0424,569,negocio,0,0,0
903283,3006432,2025-04-14,1404000,12,0.0449,493,negocio,0,0,0
903284,3006433,2026-01-20,4353000,12,0.0455,497,consumo,0,0,0
903285,3006433,2025-02-18,2843000,12,0.0426,574,negocio,0,0,0
903286,3006437,2025-06-22,3316000,24,0.054,566,salud,0,0,0
903287,3006438,2025-11-03,1926000,36,0.0544,477,consumo,1,158,521000
903288,3006442,2025-04-03,1290000,24,0.0521,593,educacion,0,0,0
903289,3006443,2025-12-28,7320000,12,0.043,556,negocio,1,142,3870000
903290,3006447,2025-11-16,427000,12,0.0436,527,consumo,0,0,0
903291,3006452,2025-11-17,9096000,12,0.0494,523,negocio,0,0,0
903292,3006457,2025-11-22,9665000,6,0.0279,650,salud,0,0,0
903293,3006457,2026-02-22,9843000,36,0.0531,642,negocio,1,161,3764000
903294,3006460,2025-02-18,4985000,6,0.0369,626,consumo,0,0,0
903295,3006463,2025-05-25,885000,6,0.0299,638,educacion,0,0,0
903296,3006463,2025-09-10,5725000,12,0.0413,627,negocio,0,0,0
903297,3006464,2025-10-09,406000,24,0.0467,410,otros,0,0,0
903298,3006465,2026-01-17,1818000,6,0.0384,475,consumo,0,0,0
903299,3006470,2025-11-19,2227000,6,0.043,646,consumo,0,0,0
903300,3006470,2025-12-21,3394000,12,0.0368,632,negocio,0,0,0
903301,3006471,2025-07-17,1990000,36,0.055,498,negocio,0,0,0
903302,3006475,2025-09-25,8263000,6,0.0381,626,consumo,0,0,0
903303,3006477,2025-02-12,1171000,12,0.0452,494,otros,0,0,0
903304,3006478,2026-02-13,2655000,3,0.0431,405,consumo,1,141,1652000
903305,3006478,2026-02-12,501000,12,0.0518,457,negocio,0,0,0
903306,3006480,2025-05-08,4424000,6,0.0278,632,negocio,0,0,0
903307,3006480,2026-01-24,3341000,12,0.0428,572,negocio,0,0,0
903308,3006481,2025-02-09,2064000,36,0.0528,632,consumo,0,0,0
903309,3006484,2026-02-16,1173000,6,0.0453,517,consumo,0,0,0
903310,3006488,2025-03-25,2740000,12,0.0502,520,consumo,1,154,1029000
903311,3006489,2025-12-08,4606000,18,0.0447,661,consumo,0,0,0
903312,3006490,2025-12-23,1275000,3,0.0426,608,negocio,0,0,0
903313,3006490,2025-11-24,8643000,6,0.0396,623,consumo,0,0,0
903314,3006490,2025-04-03,3421000,12,0.0383,597,consumo,0,0,0
903315,3006496,2025-11-18,8498000,18,0.0516,569,otros,1,152,3771000
903316,3006496,2026-02-05,4924000,3,0.0393,535,otros,0,0,0
903317,3006497,2025-04-20,1311000,18,0.0445,520,educacion,0,0,0
903318,3006499,2025-11-14,4452000,12,0.0381,617,negocio,0,0,0
903319,3006499,2026-01-08,10747000,6,0.0364,668,consumo,0,0,0
903320,3006508,2026-02-22,1968000,6,0.0422,534,consumo,0,0,0
903321,3006509,2025-05-23,1383000,24,0.0505,487,otros,0,0,0
903322,3006509,2025-10-17,2081000,18,0.0458,520,otros,0,0,0
903323,3006523,2025-10-28,1784000,12,0.0404,540,consumo,0,0,0
903324,3006523,2025-03-29,2762000,3,0.0425,495,salud,0,0,0
903325,3006525,2026-01-04,13242000,36,0.0508,631,consumo,0,0,0
903326,3006525,2025-11-20,7495000,24,0.0464,647,educacion,0,0,0
903327,3006530,2025-08-31,3458000,6,0.0354,607,salud,0,0,0
903328,3006530,2025-03-27,4698000,12,0.0487,587,negocio,0,0,0
903329,3006531,2025-02-20,2582000,3,0.0408,589,negocio,0,0,0
903330,3006531,2025-04-30,7178000,12,0.0452,543,negocio,0,0,0
903331,3006532,2025-01-18,3290000,6,0.0332,639,otros,0,0,0
903332,3006533,2025-11-26,3237000,6,0.0368,485,consumo,1,147,1375000
903333,3006534,2025-11-30,5925000,12,0.0497,489,consumo,0,0,0
903334,3006538,2025-12-06,11613000,12,0.0364,644,consumo,0,0,0
903335,3006539,2025-10-05,12328000,6,0.0342,611,consumo,0,0,0
903336,3006542,2025-12-11,2262000,24,0.055,529,consumo,0,0,0
903337,3006548,2025-12-15,2098000,12,0.0443,559,consumo,0,0,0
903338,3006550,2025-04-17,1402000,12,0.0445,565,consumo,0,0,0
903339,3006551,2025-01-15,8891000,24,0.0477,547,otros,0,0,0
903340,3006552,2025-10-30,3580000,12,0.0407,588,consumo,0,0,0
903341,3006554,2025-11-06,710000,3,0.0354,530,negocio,0,0,0
903342,3006554,2026-01-25,1878000,6,0.0496,490,salud,0,0,0
903343,3006554,2025-11-19,786000,6,0.0375,516,educacion,0,0,0
903344,3006555,2025-05-09,9542000,12,0.0412,635,negocio,0,0,0
903345,3006555,2025-08-14,6587000,18,0.0365,663,negocio,0,0,0
903346,3006561,2025-06-19,2341000,18,0.0439,517,negocio,0,0,0
903347,3006565,2025-07-26,729000,18,0.0427,451,consumo,0,0,0
903348,3006566,2025-07-18,4060000,6,0.0346,663,consumo,0,0,0
903349,3006567,2025-09-14,1209000,12,0.045,547,negocio,0,0,0
903350,3006569,2025-12-30,1298000,12,0.0401,580,educacion,0,0,0
903351,3006570,2025-01-16,7336000,12,0.0333,625,consumo,0,0,0
903352,3006571,2025-08-07,2200000,6,0.0406,493,consumo,0,0,0
903353,3006571,2026-01-09,1199000,18,0.0493,539,otros,0,0,0
903354,3006580,2025-08-30,1115000,18,0.0484,525,consumo,0,0,0
903355,3006580,2025-06-21,1747000,6,0.0345,508,negocio,0,0,0
903356,3006581,2025-08-05,6028000,12,0.044,535,consumo,1,156,3030000
903357,3006582,2025-05-30,3085000,12,0.0402,522,otros,0,0,0
903358,3006585,2025-08-15,2512000,3,0.0399,440,negocio,0,0,0
903359,3006586,2025-03-01,4780000,12,0.0485,572,consumo,0,0,0
903360,3006594,2025-09-03,6784000,18,0.0534,536,otros,0,0,0
903361,3006599,2025-11-27,3829000,18,0.0453,488,consumo,0,0,0
903362,3006602,2025-12-04,2407000,18,0.0391,625,salud,0,0,0
903363,3006602,2025-05-30,8882000,3,0.0336,701,consumo,0,0,0
903364,3006602,2026-02-07,3892000,3,0.0309,586,educacion,0,0,0
903365,3006603,2025-02-15,1308000,12,0.0436,611,negocio,0,0,0
903366,3006603,2025-12-01,2314000,24,0.055,545,consumo,0,0,0
903367,3006605,2025-07-15,1130000,18,0.0512,410,consumo,0,0,0
903368,3006605,2025-07-19,362000,36,0.055,439,salud,0,0,0
903369,3006606,2025-11-25,689000,24,0.0506,477,negocio,1,140,344000
903370,3006607,2026-01-09,3245000,18,0.0377,561,consumo,0,0,0
903371,3006609,2025-04-09,2968000,18,0.0484,506,consumo,1,156,1695000
903372,3006610,2025-08-06,977000,18,0.0465,519,otros,0,0,0
903373,3006615,2026-02-05,728000,12,0.0441,475,educacion,0,0,0
903374,3006616,2026-02-19,5111000,6,0.0359,552,consumo,0,0,0
903375,3006622,2025-11-03,2174000,6,0.0373,551,negocio,0,0,0
903376,3006622,2025-06-22,1691000,18,0.0484,495,otros,0,0,0
903377,3006623,2025-05-02,3667000,18,0.0485,530,consumo,0,0,0
903378,3006623,2025-06-15,2382000,24,0.0472,511,educacion,0,0,0
903379,3006628,2025-12-15,1133000,6,0.0428,471,consumo,0,0,0
903380,3006633,2025-02-10,3460000,18,0.0456,526,educacion,0,0,0
903381,3006635,2026-01-29,9100000,18,0.0511,563,consumo,0,0,0
903382,3006635,2025-03-04,3272000,6,0.0432,552,educacion,0,0,0
903383,3006638,2025-07-25,5751000,24,0.0463,633,consumo,0,0,0
903384,3006639,2025-08-24,7136000,12,0.0456,554,consumo,1,142,3587000
903385,3006639,2025-06-06,10757000,12,0.0386,640,otros,0,0,0
903386,3006640,2025-09-27,1837000,18,0.0411,584,consumo,0,0,0
903387,3006640,2026-01-23,5077000,12,0.0434,492,consumo,1,156,2826000
903388,3006644,2025-08-29,2865000,24,0.0489,508,educacion,0,0,0
903389,3006644,2026-02-23,4261000,6,0.0375,525,consumo,0,0,0
903390,3006644,2025-03-12,3086000,12,0.0473,554,otros,0,0,0
903391,3006646,2025-01-04,1015000,24,0.0538,409,consumo,0,0,0
903392,3006646,2025-05-21,1109000,12,0.0426,465,educacion,0,0,0
903393,3006647,2025-03-02,2520000,24,0.0483,467,negocio,1,137,878000
903394,3006650,2025-11-28,4402000,18,0.0409,630,educacion,0,0,0
903395,3006652,2025-07-28,2955000,3,0.0398,498,consumo,0,0,0
903396,3006653,2025-09-30,1422000,12,0.0497,502,otros,0,0,0
903397,3006653,2025-05-03,1356000,6,0.0382,500,consumo,0,0,0
903398,3006657,2026-01-10,8314000,12,0.0361,559,negocio,0,0,0
903399,3006657,2025-03-03,2601000,12,0.0348,607,consumo,0,0,0
903400,3006659,2025-11-03,6951000,12,0.0425,544,negocio,1,162,3172000
903401,3006659,2025-02-08,5405000,24,0.0441,545,negocio,0,0,0
903402,3006660,2025-09-24,2210000,6,0.0432,582,consumo,0,0,0
903403,3006660,2025-05-06,1911000,12,0.0418,627,negocio,0,0,0
903404,3006661,2026-02-20,8397000,6,0.0341,566,consumo,0,0,0
903405,3006664,2025-07-31,7440000,12,0.0366,580,consumo,0,0,0
903406,3006666,2025-07-04,1493000,18,0.0426,606,educacion,0,0,0
903407,3006668,2025-02-13,653000,3,0.029,601,consumo,0,0,0
903408,3006668,2025-11-03,1551000,12,0.0471,432,consumo,0,0,0
903409,3006670,2025-08-27,2624000,12,0.0386,606,consumo,0,0,0
903410,3006671,2025-08-05,2326000,3,0.0355,644,educacion,0,0,0
903411,3006674,2025-01-09,3728000,3,0.0291,584,consumo,0,0,0
903412,3006679,2026-02-21,4767000,6,0.0359,604,consumo,0,0,0
903413,3006680,2025-11-12,960000,24,0.052,447,consumo,0,0,0
903414,3006680,2025-07-01,2424000,6,0.0382,545,negocio,0,0,0
903415,3006680,2026-01-14,903000,6,0.0379,564,consumo,0,0,0
903416,3006681,2025-05-14,394000,12,0.0475,488,educacion,0,0,0
903417,3006683,2025-07-04,13301000,36,0.055,540,consumo,0,0,0
903418,3006686,2025-06-23,2251000,3,0.0367,599,consumo,0,0,0
903419,3006690,2026-02-12,2638000,12,0.037,590,consumo,0,0,0
903420,3006694,2026-01-08,12052000,6,0.0286,626,consumo,0,0,0
903421,3006696,2025-10-28,8867000,12,0.0402,623,negocio,0,0,0
903422,3006696,2025-11-08,7927000,12,0.0412,601,consumo,0,0,0
903423,3006697,2025-03-25,5064000,12,0.0334,627,otros,0,0,0
903424,3006697,2025-12-23,5577000,12,0.0423,565,consumo,0,0,0
903425,3006697,2026-01-06,1340000,3,0.0335,602,negocio,0,0,0
903426,3006699,2025-11-11,7425000,3,0.0365,617,salud,0,0,0
903427,3006703,2025-12-03,4479000,12,0.046,532,consumo,0,0,0
903428,3006704,2026-02-27,4633000,24,0.0451,596,consumo,0,0,0
903429,3006704,2025-08-07,6072000,24,0.0481,632,negocio,0,0,0
903430,3006705,2026-02-04,5597000,12,0.0479,574,consumo,0,0,0
903431,3006705,2026-02-17,7155000,12,0.0406,516,consumo,0,0,0
903432,3006705,2025-08-11,7626000,24,0.0514,560,otros,1,149,3472000
903433,3006709,2025-02-25,4193000,24,0.0464,608,negocio,0,0,0
903434,3006713,2025-11-16,1331000,6,0.0447,527,salud,0,0,0
903435,3006713,2025-06-23,4440000,12,0.0401,622,educacion,0,0,0
903436,3006714,2025-08-01,1100000,12,0.0467,514,consumo,0,0,0
903437,3006714,2025-11-22,1614000,3,0.0405,583,negocio,0,0,0
903438,3006714,2025-01-02,1084000,24,0.054,451,otros,1,137,315000
903439,3006718,2025-07-01,3884000,18,0.0402,563,negocio,1,152,819000
903440,3006718,2025-04-11,3925000,6,0.0349,551,consumo,1,157,1578000
903441,3006720,2025-01-05,1884000,6,0.0387,470,salud,0,0,0
903442,3006724,2025-02-01,470000,12,0.0487,543,consumo,0,0,0
903443,3006726,2025-10-29,4777000,24,0.0486,594,negocio,0,0,0
903444,3006726,2025-01-03,8633000,12,0.0359,702,educacion,0,0,0
903445,3006729,2026-02-10,4099000,24,0.0453,532,otros,1,162,838000
903446,3006729,2026-01-11,3702000,18,0.048,588,otros,0,0,0
903447,3006730,2025-10-02,3524000,12,0.0427,610,salud,0,0,0
903448,3006730,2025-11-01,1384000,3,0.0352,620,educacion,0,0,0
903449,3006730,2025-12-07,4109000,12,0.0491,552,otros,1,146,1892000
903450,3006733,2025-05-16,4371000,24,0.0393,589,negocio,0,0,0
903451,3006733,2026-01-06,5621000,6,0.0364,638,educacion,0,0,0
903452,3006739,2025-11-22,773000,12,0.0448,382,consumo,0,0,0
903453,3006742,2025-12-04,2306000,18,0.0381,653,consumo,0,0,0
903454,3006747,2025-08-19,1062000,24,0.0475,599,consumo,0,0,0
903455,3006747,2025-06-18,4905000,12,0.0367,639,consumo,1,139,2804000
903456,3006747,2025-07-19,4874000,3,0.0282,543,consumo,0,0,0
903457,3006748,2026-01-03,13569000,24,0.05,548,salud,0,0,0
903458,3006749,2025-03-11,7484000,6,0.0478,529,consumo,0,0,0
903459,3006750,2025-08-06,2890000,6,0.0375,639,negocio,0,0,0
903460,3006757,2026-02-13,1130000,24,0.0496,579,consumo,0,0,0
903461,3006757,2026-01-19,2805000,3,0.0393,530,consumo,0,0,0
903462,3006760,2025-11-07,5560000,18,0.0344,615,consumo,0,0,0
903463,3006763,2025-08-17,2479000,18,0.0474,590,negocio,1,154,952000
903464,3006765,2026-02-27,1348000,3,0.035,581,consumo,0,0,0
903465,3006765,2025-11-22,1849000,12,0.0454,445,educacion,1,147,612000
903466,3006768,2025-04-30,1507000,6,0.0438,491,consumo,0,0,0
903467,3006768,2025-05-31,1412000,12,0.0447,583,educacion,0,0,0
903468,3006768,2025-03-27,1538000,12,0.0369,698,consumo,0,0,0
903469,3006772,2026-02-28,2752000,6,0.0358,534,educacion,0,0,0
903470,3006772,2026-02-28,3785000,18,0.0466,492,consumo,1,160,735000
903471,3006774,2025-03-17,7227000,6,0.0398,532,negocio,0,0,0
903472,3006774,2025-02-11,4525000,24,0.0527,540,otros,1,145,1513000
903473,3006776,2025-03-25,1300000,6,0.0323,585,otros,0,0,0
903474,3006778,2025-01-28,3550000,18,0.0475,587,consumo,0,0,0
903475,3006783,2025-12-02,6238000,18,0.0413,616,consumo,1,155,1902000
903476,3006783,2025-04-26,7276000,12,0.0413,643,educacion,0,0,0
903477,3006783,2026-02-06,6442000,12,0.0413,637,consumo,0,0,0
903478,3006784,2025-08-10,4924000,18,0.045,564,negocio,0,0,0
903479,3006790,2025-10-11,2010000,6,0.041,566,consumo,0,0,0
903480,3006790,2025-12-14,1330000,6,0.0411,568,consumo,0,0,0
903481,3006792,2025-07-08,2218000,12,0.0451,509,educacion,1,156,1270000
903482,3006797,2026-01-11,8995000,18,0.0417,669,negocio,0,0,0
903483,3006802,2025-06-14,926000,12,0.0451,550,consumo,0,0,0
903484,3006802,2025-11-10,3227000,3,0.0415,569,consumo,0,0,0
903485,3006805,2025-01-29,1033000,24,0.055,422,negocio,1,136,410000
903486,3006806,2025-06-19,6493000,12,0.0352,618,educacion,0,0,0
903487,3006808,2025-02-09,1451000,12,0.0484,514,consumo,0,0,0
903488,3006809,2025-08-31,1356000,12,0.0394,641,consumo,0,0,0
903489,3006809,2025-11-01,7948000,3,0.0326,654,negocio,0,0,0
903490,3006811,2025-08-29,4428000,6,0.0375,567,consumo,0,0,0
903491,3006811,2025-02-03,2121000,18,0.0441,587,consumo,0,0,0
903492,3006816,2025-04-29,4410000,12,0.0461,536,salud,0,0,0
903493,3006816,2025-05-04,4810000,12,0.049,593,negocio,0,0,0
903494,3006819,2025-06-27,1116000,12,0.0463,511,salud,0,0,0
903495,3006819,2025-08-02,943000,3,0.0402,479,consumo,0,0,0
903496,3006820,2025-10-23,3238000,24,0.0471,570,consumo,0,0,0
903497,3006821,2025-10-19,1823000,36,0.055,518,consumo,0,0,0
903498,3006825,2026-01-01,1174000,36,0.0503,531,salud,0,0,0
903499,3006826,2026-02-05,1915000,18,0.039,584,consumo,0,0,0
903500,3006826,2026-01-02,3412000,12,0.0379,573,negocio,0,0,0
903501,3006826,2026-02-15,2680000,18,0.0515,528,consumo,1,153,566000
903502,3006828,2025-01-23,983000,6,0.0362,577,educacion,0,0,0
903503,3006828,2025-06-16,2123000,6,0.0384,516,consumo,0,0,0
903504,3006829,2025-12-31,2505000,6,0.0398,553,salud,0,0,0
903505,3006834,2025-05-19,1374000,6,0.0374,536,salud,0,0,0
903506,3006834,2025-01-11,3302000,12,0.0515,419,negocio,0,0,0
903507,3006840,2025-01-03,4744000,24,0.0503,573,consumo,0,0,0
903508,3006845,2025-02-16,4006000,18,0.0451,609,consumo,0,0,0
903509,3006846,2025-07-14,1931000,12,0.041,557,consumo,0,0,0
903510,3006846,2026-02-23,10069000,12,0.0404,519,consumo,0,0,0
903511,3006848,2025-10-26,1797000,24,0.0505,528,negocio,1,155,918000
903512,3006850,2025-05-23,1781000,12,0.0455,489,negocio,1,137,1180000
903513,3006853,2025-05-24,13917000,36,0.0517,634,otros,0,0,0
903514,3006853,2025-12-30,8690000,24,0.0458,551,negocio,0,0,0
903515,3006857,2025-06-06,3771000,12,0.0435,564,salud,0,0,0
903516,3006859,2025-07-22,967000,12,0.0398,592,consumo,0,0,0
903517,3006859,2025-05-20,2849000,24,0.0446,570,otros,0,0,0
903518,3006861,2026-02-14,5283000,12,0.0327,595,negocio,0,0,0
903519,3006865,2025-10-04,1461000,18,0.05,540,consumo,0,0,0
903520,3006868,2025-01-04,9821000,12,0.0348,627,educacion,0,0,0
903521,3006871,2025-05-18,1717000,6,0.042,430,consumo,1,150,626000
903522,3006882,2025-05-08,3482000,3,0.0324,584,consumo,0,0,0
903523,3006883,2026-02-18,4303000,18,0.0455,575,negocio,0,0,0
903524,3006886,2026-01-19,1558000,6,0.0435,456,negocio,0,0,0
903525,3006886,2025-10-15,5037000,36,0.055,533,consumo,0,0,0
903526,3006888,2026-01-15,463000,18,0.0476,542,salud,0,0,0
903527,3006888,2026-01-15,2739000,12,0.0388,526,consumo,0,0,0
903528,3006890,2025-09-02,8069000,6,0.0346,600,negocio,1,149,2119000
903529,3006890,2025-10-09,2412000,36,0.055,588,otros,0,0,0
903530,3006891,2025-12-06,15921000,12,0.0356,572,otros,0,0,0
903531,3006892,2025-05-22,4064000,36,0.0549,485,educacion,1,160,1406000
903532,3006892,2025-05-27,3199000,18,0.0473,504,negocio,1,148,796000
903533,3006895,2025-06-18,2713000,12,0.0351,545,consumo,0,0,0
903534,3006896,2025-10-30,10219000,24,0.0447,603,consumo,0,0,0
903535,3006896,2025-08-23,11504000,18,0.0441,593,consumo,0,0,0
903536,3006897,2025-03-15,10641000,24,0.0489,583,consumo,0,0,0
903537,3006900,2025-11-04,2580000,12,0.0526,575,educacion,0,0,0
903538,3006908,2025-10-21,4325000,18,0.0462,668,consumo,0,0,0
903539,3006910,2025-04-07,4458000,12,0.045,615,otros,0,0,0
903540,3006912,2026-01-28,3667000,24,0.055,495,consumo,1,152,2221000
903541,3006912,2025-08-11,4186000,12,0.0517,485,salud,0,0,0
903542,3006916,2025-03-05,6579000,12,0.034,690,salud,0,0,0
903543,3006916,2025-02-28,17534000,12,0.036,621,negocio,0,0,0
903544,3006917,2025-10-15,5391000,3,0.0384,486,negocio,1,153,3121000
903545,3006917,2025-12-31,3055000,18,0.0505,569,educacion,0,0,0
903546,3006918,2025-01-15,3253000,18,0.0387,614,otros,0,0,0
903547,3006921,2025-12-20,1044000,18,0.0456,564,negocio,0,0,0
903548,3006922,2025-12-16,3267000,18,0.0445,584,negocio,0,0,0
903549,3006928,2025-10-20,1363000,12,0.0396,630,educacion,0,0,0
903550,3006928,2026-01-09,3835000,18,0.0399,595,negocio,0,0,0
903551,3006932,2025-11-13,5599000,12,0.0364,591,consumo,0,0,0
903552,3006932,2025-07-21,4387000,12,0.0507,522,educacion,0,0,0
903553,3006933,2026-01-20,826000,6,0.0403,542,otros,0,0,0
903554,3006933,2026-02-19,341000,3,0.034,557,salud,0,0,0
903555,3006936,2026-02-03,5069000,12,0.0424,565,educacion,0,0,0
