cliente_id,edad,genero,ciudad,departamento,ocupacion,ingreso_declarado,kyc_nivel,canal_adquisicion,antiguedad_meses,recencia_dias,frecuencia_tx,monto_total,monto_promedio,ticket_mediano,pct_tx_internacional,num_categorias_mcc,canal_preferido,gasto_promedio_mensual,saldo_promedio_ult3m,num_sesiones_ult30d,duracion_sesion_promedio,os_principal,num_tickets,csat_promedio,tiene_credito,score_buro,abandono,gasto_proximo_trim
3005636,36,M,Cali,Valle del Cauca,estudiante,597700,nivel_2,organico,50,15,40,496100,12402,9350,0,10,app_qr,24020,228200,16,51.2,Android,2,3,0,,0,235200
3005637,50,M,Cucuta,Norte de Santander,independiente,3497400,nivel_3,ads_google,18,13,45,1760200,39116,30000,0.022,8,app_qr,91020,521000,13,90.2,Android,1,3.4,1,603,0,1650400
3005638,20,M,Manizales,Caldas,empleado,3214000,nivel_3,referido,40,201,2,174500,87250,87250,0,1,pse,11633,1277300,0,,Android,0,,0,,0,12700
3005639,44,F,Cali,Valle del Cauca,estudiante,753200,nivel_2,organico,5,1,108,1967000,18213,13650,0.028,10,app_qr,285260,71900,23,36.2,Android,1,2.6,0,,0,4210100
3005640,24,M,Medellin,Antioquia,estudiante,465000,nivel_2,ads_google,48,72,7,112200,16029,13000,0,4,tarjeta,6133,175800,1,58,Android,0,,1,502,0,18200
3005641,30,M,Bogota,Bogota DC,empleado,2107100,nivel_2,ads_google,22,11,13,376100,28931,29000,0,4,app_qr,17540,381900,2,50.6,Android,1,3,0,,0,67300
3005642,21,F,Ibague,Tolima,independiente,3096800,nivel_3,ads_google,45,15,30,940100,31337,22200,0.033,9,app_qr,46680,548600,9,36.9,iOS,0,,0,,0,702900
3005643,56,M,Pereira,Risaralda,empleado,2362100,nivel_2,ads_meta,7,27,27,687100,25448,19100,0,10,app_qr,80243,733500,7,49.1,iOS,0,,0,,0,527200
3005644,44,M,Pereira,Risaralda,independiente,3846800,nivel_1,ads_google,2,3,29,1072900,36997,22200,0,8,app_qr,478350,1041300,9,33.3,Android,3,2.6,0,,0,975900
3005645,23,Otro,Lima,Lima,estudiante,1326700,nivel_2,ads_meta,45,6,9,132300,14700,12700,0,6,app_qr,8820,699100,1,53.4,Android,0,,1,662,0,13400
3005646,50,M,Cartagena,Bolivar,empleado,3725200,nivel_1,influencer,10,4,47,1965200,41813,29300,0,9,app_qr,159210,1344500,11,74,Android,0,,0,,0,569300
3005647,33,F,Medellin,Antioquia,empleado,1031900,nivel_2,ads_google,12,11,13,179700,13823,12600,0,5,app_qr,13925,418800,3,54.3,iOS,0,,0,,0,66800
3005648,24,M,Bogota,Bogota DC,independiente,2217200,nivel_2,referido,38,35,4,154600,38650,37900,0,2,tarjeta,8373,1034900,0,,Android,1,3.3,0,,1,10400
3005649,18,M,Barranquilla,Atlantico,independiente,1899100,nivel_2,ads_meta,21,5,7,145300,20757,21100,0,4,app_qr,6687,287000,0,,iOS,0,,0,,0,5400
3005650,28,F,Cucuta,Norte de Santander,independiente,2452000,nivel_1,organico,29,12,17,423700,24924,25000,0,6,tarjeta,18900,1283300,5,55.6,iOS,0,,0,,0,135500
3005651,28,F,Bogota,Bogota DC,empleado,2124400,nivel_2,ads_google,25,18,3,107200,35733,23000,0,3,tarjeta,7147,455200,0,,Android,0,,0,,0,31600
3005652,51,M,Bogota,Bogota DC,estudiante,953400,nivel_1,ads_meta,30,27,39,576500,14782,12300,0,8,app_qr,29367,179800,14,9.9,iOS,0,,1,441,0,597000
3005653,25,F,Cali,Valle del Cauca,independiente,2178700,nivel_2,ads_meta,23,5,11,300700,27336,25200,0,6,app_qr,17553,1130700,3,19.2,Android,0,,0,,1,21800
3005654,18,F,Cali,Valle del Cauca,pensionado,1295600,nivel_3,referido,1,1,24,356600,14858,12000,0,7,app_qr,306100,175300,5,29.1,Android,0,,0,,0,955700
3005655,29,F,Barranquilla,Atlantico,independiente,3771600,nivel_3,ads_google,8,12,37,1204500,32554,25600,0.027,8,app_qr,119112,1036800,8,53.9,Android,0,,0,,0,477800
3005656,38,F,Bogota,Bogota DC,independiente,1766500,nivel_2,ads_google,21,84,5,81500,16300,13100,0,3,pse,5433,525700,2,30.9,Android,0,,0,,1,22300
3005657,40,F,Cartagena,Bolivar,empleado,1941200,nivel_1,ads_meta,14,76,9,298500,33167,32600,0,4,app_qr,10229,920500,1,47.9,iOS,1,3.8,1,538,1,13800
3005658,24,F,Medellin,Antioquia,empleado,5886100,nivel_1,referido,9,12,31,1787600,57665,34100,0,10,tarjeta,155756,2189000,3,70,Android,0,,1,582,0,1744900
3005659,25,F,Bucaramanga,Santander,empleado,1956800,nivel_1,organico,11,10,9,133300,14811,13100,0,7,tarjeta,12118,828500,3,75.6,Android,1,4,0,,0,35900
3005660,54,M,Bogota,Bogota DC,estudiante,858100,nivel_2,organico,27,23,74,1157200,15638,11850,0.027,10,app_qr,51913,152000,18,52,Android,1,5,1,579,0,169600
3005661,18,F,Barranquilla,Atlantico,empleado,1911300,nivel_3,referido,40,16,22,487100,22141,21150,0.045,8,app_qr,24647,988700,4,22.6,Android,2,3.7,0,,0,122000
3005662,18,M,Bucaramanga,Santander,empleado,1811900,nivel_3,referido,49,42,25,679400,27176,18800,0,6,app_qr,30720,326400,7,44.5,Android,0,,0,,0,87700
3005663,26,M,Bogota,Bogota DC,pensionado,1305800,nivel_2,organico,24,379,1,2800,2800,2800,0,0,app_qr,0,426700,0,,iOS,1,4.2,1,521,1,7000
3005664,34,M,Bogota,Bogota DC,empleado,6044000,nivel_1,referido,6,8,12,564700,47058,40100,0,7,tarjeta,71217,2400900,2,66.9,iOS,0,,0,,1,104800
3005665,26,M,Ibague,Tolima,empleado,1530300,nivel_2,ads_meta,26,19,6,90300,15050,17900,0,3,app_qr,4873,589700,0,,iOS,0,,0,,1,14900
3005666,24,M,Bogota,Bogota DC,empleado,2777400,nivel_2,ads_meta,17,7,68,2246200,33032,20800,0.029,9,app_qr,123247,1286900,20,40,Android,1,3.2,0,,0,532500
3005667,30,Otro,Bogota,Bogota DC,estudiante,400100,nivel_1,ads_meta,2,14,13,140000,10769,6600,0,6,tarjeta,56800,98900,5,34.8,Android,0,,0,,0,58700
3005668,42,F,Pereira,Risaralda,estudiante,1158000,nivel_3,referido,25,1,39,778000,19949,14000,0,8,app_qr,40567,354300,7,24,Android,1,2.7,0,,0,620600
3005669,35,M,Bogota,Bogota DC,independiente,1326300,nivel_2,ads_google,50,70,1,9300,9300,9300,0,1,tarjeta,620,721800,1,49.1,Android,0,,0,,1,4100
3005670,18,M,Ibague,Tolima,empleado,2153700,nivel_1,ads_google,25,28,8,212400,26550,16750,0,3,app_qr,10140,883700,2,18.1,Android,0,,1,589,1,15200
3005671,21,F,Lima,Lima,independiente,2163100,nivel_2,ads_google,46,15,26,615400,23669,19800,0.038,8,tarjeta,27787,458500,3,43.9,Android,1,2.5,0,,0,259000
3005672,25,F,Barranquilla,Atlantico,empleado,3479800,nivel_1,ads_google,21,168,10,475400,47540,37050,0.1,4,pse,30833,1784400,1,69.4,Android,0,,0,,0,70100
3005673,33,F,Bogota,Bogota DC,estudiante,713400,nivel_2,ads_meta,24,35,8,68500,8562,6850,0,4,app_qr,3593,226500,0,,Android,1,3,0,,0,14000
3005674,27,F,Cali,Valle del Cauca,empleado,1102000,nivel_2,referido,33,10,61,1168200,19151,16200,0.049,8,app_qr,55967,327400,16,30.7,iOS,1,2.4,1,576,0,124000
3005675,56,M,Medellin,Antioquia,independiente,2237100,nivel_2,organico,3,25,3,84400,28133,20200,0,1,app_qr,12167,465500,1,64.4,Android,0,,1,630,0,61200
3005676,29,M,Barranquilla,Atlantico,estudiante,629000,nivel_1,influencer,47,6,48,739200,15400,9250,0.042,8,app_qr,35867,151200,12,82.2,iOS,1,2.1,0,,0,94900
3005677,34,M,Quito,Pichincha,pensionado,1256900,nivel_3,referido,6,14,20,458600,22930,17050,0.1,7,app_qr,35117,248100,2,106.8,Android,0,,1,580,0,299100
3005678,38,F,Medellin,Antioquia,empleado,2864600,nivel_1,influencer,9,18,16,494000,30875,23600,0.062,8,tarjeta,43800,1337200,1,50.3,Android,0,,0,,0,173800
3005679,30,F,Pereira,Risaralda,empleado,2208600,nivel_1,ads_meta,3,17,2,17200,8600,8600,0,2,app_qr,5733,1126300,1,20.4,Android,0,,0,,0,4600
3005680,30,F,Bogota,Bogota DC,estudiante,842700,nivel_1,referido,3,4,24,354100,14754,9000,0.042,8,app_qr,103500,404000,7,116.1,Android,0,,0,,0,459500
3005681,38,F,Bogota,Bogota DC,estudiante,996400,nivel_3,organico,22,46,4,55000,13750,12200,0,3,tarjeta,3667,350400,0,,Android,1,4.6,1,639,1,2400
3005682,24,Otro,Bogota,Bogota DC,empleado,3286900,nivel_1,ads_meta,37,163,6,387200,64533,48150,0.167,0,app_qr,0,807300,0,,Android,0,,1,499,1,6800
3005683,25,F,Medellin,Antioquia,independiente,1030100,nivel_1,ads_meta,5,144,1,12200,12200,12200,0,1,tarjeta,2440,220800,0,,Android,0,,1,439,1,15800
3005684,18,M,Barranquilla,Atlantico,independiente,2995600,nivel_3,ads_google,28,27,35,1018300,29094,24800,0,10,app_qr,59267,971500,7,34.9,Android,0,,1,643,0,277500
3005685,24,M,Bogota,Bogota DC,estudiante,550900,nivel_2,referido,5,15,6,93600,15600,11950,0,2,app_qr,7260,112900,2,28.6,iOS,0,,0,,0,5500
3005686,33,M,Lima,Lima,estudiante,744900,nivel_1,referido,22,8,20,400500,20025,10300,0.05,7,app_qr,19280,295100,5,30.2,Android,0,,1,529,0,56400
3005687,28,F,Cali,Valle del Cauca,empleado,1620400,nivel_3,ads_meta,11,4,50,1238900,24778,17700,0.02,10,tarjeta,101782,856600,10,50,Android,0,,0,,0,474200
3005688,21,M,Medellin,Antioquia,independiente,530800,nivel_2,ads_meta,31,6,28,314800,11243,8650,0,9,app_qr,17433,96400,7,54.1,Android,0,,0,,0,119100
3005689,34,F,Bogota,Bogota DC,empleado,1842300,nivel_2,referido,32,28,14,346400,24743,21850,0.071,4,app_qr,16560,294700,5,32.9,Android,0,,0,,0,55000
3005690,40,F,Bogota,Bogota DC,independiente,1192000,nivel_3,ads_meta,39,28,13,301400,23185,15300,0,6,app_qr,18360,319500,4,44.2,Android,0,,0,,0,46500
3005691,19,M,Medellin,Antioquia,empleado,2058900,nivel_2,organico,35,16,55,1710600,31102,26200,0.055,9,app_qr,79120,798500,17,81.9,Android,0,,0,,0,358400
3005692,48,F,Cali,Valle del Cauca,pensionado,1264200,nivel_2,referido,0,7,4,46000,11500,7150,0,3,app_qr,18700,536200,2,26.1,iOS,1,3.7,0,,0,28900
3005693,41,M,Cucuta,Norte de Santander,independiente,1452500,nivel_1,ads_google,1,15,14,322200,23014,23200,0,5,tarjeta,285000,353900,6,19.4,iOS,0,,0,,0,414300
3005694,40,F,Bogota,Bogota DC,empleado,2231800,nivel_2,organico,6,3,3,66400,22133,18700,0,2,app_qr,11067,631800,1,41.3,iOS,0,,0,,0,7200
3005695,18,M,Bucaramanga,Santander,independiente,1625800,nivel_1,organico,43,7,10,373600,37360,34600,0,5,app_qr,21280,740500,7,48.5,iOS,0,,0,,0,134600
3005696,26,F,Medellin,Antioquia,independiente,1875100,nivel_1,organico,8,19,6,156300,26050,18300,0,3,app_qr,18000,930500,3,35.2,Android,0,,0,,0,41400
3005697,34,F,Barranquilla,Atlantico,empleado,1418000,nivel_1,ads_meta,7,4,21,521000,24810,16900,0.048,8,app_qr,60614,520100,4,39.6,iOS,0,,1,535,0,252600
3005698,18,M,Bogota,Bogota DC,independiente,987700,nivel_2,ads_google,15,17,6,83400,13900,10650,0,4,app_qr,5560,285700,1,25.9,iOS,0,,1,468,0,10200
3005699,49,F,Bogota,Bogota DC,empleado,1697100,nivel_1,ads_google,8,2,29,663200,22869,14200,0,8,app_qr,74625,338400,7,53,Android,0,,1,545,0,258800
3005700,34,F,Bogota,Bogota DC,empleado,2539400,nivel_3,influencer,18,10,17,386400,22729,16300,0.059,5,app_qr,23033,447400,1,58.4,Android,0,,0,,0,87300
3005701,23,F,Medellin,Antioquia,empleado,1312900,nivel_1,ads_google,32,22,11,189900,17264,18100,0,5,tarjeta,9073,265900,5,63.7,iOS,1,5,0,,0,31300
3005702,37,M,Barranquilla,Atlantico,independiente,1828000,nivel_2,ads_meta,33,11,23,631400,27452,26700,0,7,app_qr,25927,917300,6,15.9,Android,2,2.9,0,,0,131800
3005703,46,M,Barranquilla,Atlantico,independiente,1913000,nivel_2,ads_google,5,2,45,1209800,26884,20900,0.022,9,app_qr,182760,282000,11,36,Android,0,,0,,0,365000
3005704,18,M,Cucuta,Norte de Santander,independiente,1393500,nivel_2,organico,29,22,15,388000,25867,22700,0.067,6,app_qr,16853,562300,2,21.4,iOS,0,,0,,0,67400
3005705,35,F,Bogota,Bogota DC,empleado,3896400,nivel_2,referido,20,4,24,1013300,42221,27650,0,6,app_qr,37933,1521300,6,55.2,iOS,0,,1,653,0,248600
3005706,29,M,Bogota,Bogota DC,empleado,1596500,nivel_3,organico,3,4,25,485300,19412,15200,0.04,8,app_qr,130467,783800,5,27.5,iOS,1,4.5,0,,0,133000
3005707,35,M,Bogota,Bogota DC,empleado,1964700,nivel_1,organico,28,1,22,781300,35514,18050,0,6,app_qr,44407,708400,5,35.4,iOS,0,,1,528,0,390300
3005708,41,M,Medellin,Antioquia,empleado,2862900,nivel_2,ads_meta,23,5,24,707500,29479,21150,0.125,7,app_qr,31107,725400,9,45.5,iOS,0,,0,,0,154600
3005709,38,F,Medellin,Antioquia,independiente,1968700,nivel_1,organico,20,132,13,371200,28554,26700,0,5,app_qr,14920,454800,3,47.3,Android,0,,0,,0,76300
3005710,29,M,Pereira,Risaralda,independiente,2022400,nivel_3,ads_meta,27,19,9,337000,37444,25100,0,5,tarjeta,17653,890500,2,59.1,Android,0,,0,,0,21200
3005711,51,M,Medellin,Antioquia,independiente,2368900,nivel_2,influencer,13,27,25,913900,36556,24900,0,9,tarjeta,58431,1038900,6,38.9,Android,2,4.1,1,504,0,105700
3005712,40,M,Bogota,Bogota DC,independiente,2965500,nivel_1,organico,42,2,111,4059300,36570,24600,0.009,10,app_qr,185660,584100,29,30.6,Android,0,,1,543,0,3838100
3005713,61,F,Cartagena,Bolivar,pensionado,1886700,nivel_3,ads_google,9,46,4,65200,16300,9500,0,3,app_qr,7244,414500,1,42.4,Android,1,3.9,1,620,0,14200
3005714,49,F,Pereira,Risaralda,empleado,5030700,nivel_2,referido,23,32,38,1615700,42518,32150,0,8,app_qr,82440,1170300,9,56.5,Android,1,3.5,0,,0,228500
3005715,19,M,Bogota,Bogota DC,independiente,1606300,nivel_2,ads_meta,19,2,58,1359400,23438,19750,0,9,app_qr,66167,640200,22,30.5,Android,0,,0,,0,440300
3005716,36,M,Medellin,Antioquia,empleado,4003700,nivel_1,organico,36,1,12,412500,34375,18350,0.083,6,app_qr,20767,2044500,6,52.2,Android,1,3.3,1,580,0,108500
3005717,33,F,Bogota,Bogota DC,empleado,2974700,nivel_3,ads_meta,35,122,4,212300,53075,34000,0,1,pse,11400,1292900,0,,Android,0,,0,,1,9200
3005718,42,M,Medellin,Antioquia,empleado,1491600,nivel_3,referido,43,167,3,82000,27333,17300,0,1,app_qr,3167,246200,1,60.3,Android,1,3.8,0,,0,2000
3005719,41,M,Barranquilla,Atlantico,empleado,2559000,nivel_1,ads_meta,35,25,8,113500,14188,10700,0,5,app_qr,5120,1056200,3,39.1,iOS,0,,0,,0,21000
3005720,38,F,Bogota,Bogota DC,empleado,2090200,nivel_3,ads_meta,18,61,9,303200,33689,23000,0,5,app_qr,17280,912500,1,29.6,Android,1,4.8,1,568,1,52100
3005721,37,M,Bogota,Bogota DC,independiente,2667400,nivel_3,organico,33,8,40,1366800,34170,24750,0.025,10,app_qr,81960,783000,7,42.3,iOS,0,,1,630,0,817300
3005722,43,F,Cali,Valle del Cauca,independiente,1508300,nivel_1,ads_meta,45,12,43,754800,17553,12000,0.023,8,app_qr,35853,771000,11,118.1,Android,0,,0,,0,449000
3005723,23,M,Cucuta,Norte de Santander,estudiante,472900,nivel_3,ads_meta,23,51,5,40000,8000,7600,0,2,app_qr,1160,121200,1,63.3,Android,2,3.8,1,459,0,15100
3005724,29,F,Medellin,Antioquia,independiente,1317700,nivel_3,ads_google,33,7,3,57300,19100,15000,0,1,app_qr,3233,385900,1,39.8,iOS,1,1.5,0,,0,11000
3005725,42,M,Bogota,Bogota DC,independiente,2501400,nivel_1,ads_meta,37,1,63,1860100,29525,23900,0.016,10,app_qr,89753,724200,15,86,Android,0,,0,,0,570100
3005726,48,M,Bogota,Bogota DC,empleado,2035700,nivel_2,ads_google,4,5,22,687200,31236,26950,0.045,7,tarjeta,115000,411100,1,114.9,Android,1,4.6,1,576,0,1497900
3005727,49,F,Cartagena,Bolivar,independiente,1874200,nivel_2,ads_meta,20,21,33,887700,26900,23300,0.03,7,app_qr,42720,753000,14,76,Android,0,,1,605,0,360700
3005728,39,F,Cali,Valle del Cauca,independiente,2911800,nivel_2,referido,19,29,22,650500,29568,30650,0,7,app_qr,33227,785900,10,84.8,Android,2,3.7,0,,1,135100
3005729,39,M,Bogota,Bogota DC,empleado,2261900,nivel_1,organico,26,5,68,2245900,33028,23300,0.029,10,app_qr,87060,815000,15,29.9,Android,1,4.3,0,,0,191400
3005730,38,M,Lima,Lima,independiente,4088900,nivel_1,organico,4,10,12,762500,63542,35550,0,6,tarjeta,173775,1156400,4,64.2,Android,0,,1,654,1,373500
3005731,37,F,Cucuta,Norte de Santander,estudiante,807100,nivel_2,ads_meta,21,10,17,268600,15800,12700,0,8,app_qr,15393,228600,7,66.2,iOS,0,,0,,0,88200
3005732,43,F,Bogota,Bogota DC,independiente,4629900,nivel_2,organico,22,21,24,1060000,44167,32000,0,7,app_qr,46167,698800,1,31.8,iOS,1,4.9,0,,0,190700
3005733,38,F,Medellin,Antioquia,empleado,1610600,nivel_1,organico,46,45,10,276800,27680,24150,0,3,app_qr,13107,488100,5,42.7,iOS,0,,0,,0,46800
3005734,44,F,Cartagena,Bolivar,empleado,8133800,nivel_1,ads_meta,37,14,31,1984700,64023,56000,0,8,app_qr,97120,2639400,5,41.8,Android,1,2.3,0,,0,214400
3005735,56,F,Bogota,Bogota DC,empleado,2754800,nivel_1,ads_google,10,9,26,689900,26535,19650,0.038,8,app_qr,52140,1166400,7,52,Android,0,,0,,0,128600
3005736,30,F,Medellin,Antioquia,independiente,819600,nivel_3,ads_meta,40,9,31,687600,22181,16800,0.032,7,app_qr,38520,273200,6,30.8,Android,0,,0,,1,118900
3005737,48,F,Bogota,Bogota DC,empleado,2617800,nivel_2,ads_meta,25,4,38,1030500,27118,21200,0.053,8,app_qr,64793,1134400,9,38.9,Android,0,,1,563,0,501300
3005738,45,M,Medellin,Antioquia,estudiante,366500,nivel_2,ads_meta,19,53,4,30600,7650,6000,0,2,tarjeta,2040,144300,0,,Android,0,,0,,0,12800
3005739,58,M,Medellin,Antioquia,independiente,2391900,nivel_2,ads_meta,45,60,13,294900,22685,22600,0,6,app_qr,15087,921100,4,38.2,Android,0,,0,,0,42500
3005740,18,M,Bucaramanga,Santander,independiente,877300,nivel_2,organico,47,8,19,284100,14953,12700,0,5,app_qr,11800,352100,4,43.2,Android,0,,1,510,0,49500
3005741,55,F,Manizales,Caldas,independiente,4363300,nivel_2,ads_google,24,22,4,108100,27025,24600,0,3,app_qr,3980,1888700,0,,iOS,0,,0,,1,4600
3005742,35,F,Manizales,Caldas,estudiante,909400,nivel_2,ads_meta,32,370,1,6800,6800,6800,0,0,app_qr,0,231300,1,23.2,Android,0,,0,,1,1900
3005743,41,F,Bogota,Bogota DC,estudiante,686300,nivel_1,ads_meta,29,54,18,283500,15750,12050,0,5,app_qr,16280,138000,8,35.2,Android,0,,0,,1,31000
3005744,26,F,Medellin,Antioquia,estudiante,625900,nivel_3,influencer,31,47,6,57600,9600,9050,0,3,link,1740,294100,2,79.4,Android,1,2.5,1,554,0,13900
3005745,22,F,Medellin,Antioquia,independiente,1695800,nivel_2,organico,20,18,41,1154300,28154,20400,0,9,app_qr,63567,439500,9,54.8,Android,0,,1,602,1,348000
3005746,24,M,Medellin,Antioquia,independiente,1187100,nivel_2,ads_meta,31,23,9,133100,14789,15800,0.222,3,app_qr,6300,597900,2,47.7,Android,0,,0,,1,14300
3005747,43,M,Pereira,Risaralda,estudiante,1271100,nivel_2,ads_meta,41,1,59,1429900,24236,19300,0.034,9,app_qr,65313,658200,11,31.8,iOS,0,,1,523,0,103300
3005748,31,F,Bogota,Bogota DC,empleado,1426100,nivel_2,organico,7,48,24,682000,28417,22200,0,9,app_qr,65943,515100,7,45.6,Android,2,3.3,0,,1,123300
3005749,58,M,Cali,Valle del Cauca,empleado,1712500,nivel_2,ads_google,26,5,120,3003400,25028,19500,0.008,10,tarjeta,141220,261800,30,13.6,Android,2,3.6,1,605,0,1809400
3005750,35,M,Medellin,Antioquia,independiente,868400,nivel_1,referido,37,22,14,277100,19793,16600,0,6,app_qr,13133,266900,3,119.1,Android,1,4.1,0,,1,86800
3005751,40,F,Medellin,Antioquia,independiente,2843000,nivel_2,ads_meta,30,45,10,309800,30980,22800,0,6,app_qr,19233,882700,2,62.5,Android,0,,0,,1,31500
3005752,34,F,Cartagena,Bolivar,empleado,3331700,nivel_1,ads_meta,41,111,3,64800,21600,13700,0,2,app_qr,4320,773400,0,,iOS,0,,1,561,1,9100
3005753,41,F,Cali,Valle del Cauca,estudiante,1068100,nivel_2,referido,50,92,7,109900,15700,12500,0,4,tarjeta,4713,580500,1,28.8,iOS,2,4.8,0,,0,10400
3005754,51,M,Quito,Pichincha,empleado,3681700,nivel_1,ads_meta,42,38,4,182100,45525,28450,0.25,1,app_qr,560,967300,0,,iOS,0,,0,,0,6200
3005755,40,M,Medellin,Antioquia,empleado,2646100,nivel_1,referido,13,9,22,624800,28400,23100,0.045,7,app_qr,41431,963000,7,89.6,Android,1,3.5,0,,0,152900
3005756,31,M,Cali,Valle del Cauca,estudiante,1162300,nivel_2,influencer,16,84,6,130400,21733,19150,0,3,app_qr,5140,306300,0,,iOS,1,3.3,0,,1,4500
3005757,30,F,Cali,Valle del Cauca,independiente,907500,nivel_2,organico,36,2,29,410000,14138,11400,0,8,app_qr,22367,352200,12,59.5,Android,0,,1,534,0,258700
3005758,27,F,Bucaramanga,Santander,pensionado,1145900,nivel_1,ads_meta,49,24,14,347200,24800,21400,0,2,app_qr,13707,605100,2,83.7,Android,0,,0,,0,33200
3005759,31,F,Barranquilla,Atlantico,empleado,2730600,nivel_1,organico,29,33,8,213200,26650,26600,0,4,app_qr,10053,788300,6,54.5,iOS,0,,0,,0,70000
3005760,58,F,Bucaramanga,Santander,empleado,1871400,nivel_3,ads_google,47,9,30,733300,24443,25750,0.1,6,app_qr,35513,1016000,7,46.1,Android,0,,1,675,0,42300
3005761,26,F,Bogota,Bogota DC,empleado,2409300,nivel_1,referido,48,6,18,587600,32644,24750,0,6,app_qr,32367,915900,5,58.5,Android,0,,0,,0,137500
3005762,45,F,Bogota,Bogota DC,empleado,3270600,nivel_1,organico,19,13,14,296600,21186,20650,0.143,5,tarjeta,15353,694600,6,60.1,Android,1,3.7,0,,0,39600
3005763,43,M,Medellin,Antioquia,empleado,2265400,nivel_3,ads_google,17,4,27,654200,24230,18500,0.037,8,tarjeta,38640,1214800,9,28.1,iOS,1,3.6,0,,1,130300
3005764,29,M,Bogota,Bogota DC,empleado,2324100,nivel_2,ads_meta,43,4,50,1514700,30294,24500,0.02,9,app_qr,61180,589300,13,146.7,Android,0,,0,,0,209600
3005765,18,Otro,Bogota,Bogota DC,independiente,1664600,nivel_2,referido,40,13,3,109600,36533,39900,0,1,app_qr,3613,341900,0,,iOS,0,,1,614,0,31100
3005766,52,M,Pereira,Risaralda,independiente,1426100,nivel_1,ads_meta,24,10,30,456200,15207,13850,0,8,tarjeta,20973,749800,7,51.8,Android,0,,0,,0,25800
3005767,34,F,Barranquilla,Atlantico,empleado,3106400,nivel_2,organico,6,7,39,1911000,49000,31000,0,7,app_qr,217767,1112600,5,26.5,Android,0,,1,530,0,546300
3005768,31,M,Barranquilla,Atlantico,empleado,1835800,nivel_2,organico,29,10,18,388600,21589,23400,0,4,app_qr,18627,702800,3,40.4,iOS,0,,1,551,0,42400
3005769,31,M,Medellin,Antioquia,independiente,1970200,nivel_2,ads_meta,13,41,8,196400,24550,13650,0,4,app_qr,14423,852100,2,55.4,iOS,0,,0,,0,21700
3005770,39,F,Medellin,Antioquia,empleado,1802700,nivel_1,referido,11,9,51,1249600,24502,19600,0,10,app_qr,72855,368800,13,32,Android,1,3.5,1,494,0,210900
3005771,35,M,Bogota,Bogota DC,empleado,1416400,nivel_2,ads_meta,5,3,24,546000,22750,19400,0,7,app_qr,87600,630200,5,25,Android,0,,1,562,1,420700
3005772,33,M,Manizales,Caldas,empleado,1859400,nivel_2,referido,15,19,45,1641800,36484,21800,0.022,9,app_qr,71707,326000,11,23.9,Android,0,,0,,0,642400
3005773,40,F,Barranquilla,Atlantico,independiente,2260400,nivel_2,organico,44,18,35,1117700,31934,25200,0,10,app_qr,57793,631100,9,25.9,Android,1,4.1,0,,0,258700
3005774,36,F,Bogota,Bogota DC,empleado,751000,nivel_1,ads_meta,35,7,2,29800,14900,14900,0,1,link,1987,284900,0,,Android,0,,0,,0,23500
3005775,21,Otro,Bogota,Bogota DC,empleado,1369600,nivel_2,ads_meta,13,78,5,173300,34660,35700,0,2,app_qr,12062,228600,2,63.7,Android,1,4.6,0,,0,17500
3005776,30,M,Cali,Valle del Cauca,estudiante,531000,nivel_3,ads_meta,36,156,1,8100,8100,8100,0,1,tarjeta,540,99000,1,68.2,Android,0,,0,,0,3600
3005777,42,F,Pereira,Risaralda,independiente,1045500,nivel_3,organico,11,5,51,1068300,20947,13200,0,10,app_qr,83218,385600,8,23.6,Android,0,,0,,0,187200
3005778,18,M,Bogota,Bogota DC,empleado,1793700,nivel_2,ads_google,35,27,10,401200,40120,36400,0.1,4,app_qr,19287,601400,1,34.4,iOS,0,,0,,0,20400
3005779,51,M,Bogota,Bogota DC,empleado,4566000,nivel_2,organico,1,3,6,277400,46233,42900,0,1,app_qr,249000,2386200,0,,Android,0,,0,,1,158000
3005780,61,M,Barranquilla,Atlantico,independiente,3342900,nivel_2,ads_meta,18,28,23,800300,34796,30200,0,7,app_qr,42180,776400,6,50.5,Android,0,,0,,0,307200
3005781,40,F,Manizales,Caldas,empleado,6512400,nivel_3,referido,49,1,77,3525700,45788,31900,0.026,10,app_qr,174433,1723200,14,57.6,Android,1,3.1,0,,0,656300
3005782,34,M,Bogota,Bogota DC,independiente,1137500,nivel_2,ads_google,26,1,68,1241800,18262,13250,0.015,10,app_qr,67200,234400,13,70.7,Android,1,5,1,608,0,168500
3005783,53,M,Bogota,Bogota DC,empleado,3078600,nivel_2,organico,50,21,24,660400,27517,20800,0.042,8,app_qr,30113,620900,5,32.7,Android,1,4.9,0,,1,117400
3005784,37,Otro,Pereira,Risaralda,empleado,2127200,nivel_1,organico,3,1,24,595700,24821,18900,0,8,tarjeta,159333,1002900,8,68.8,Android,1,5,1,498,1,386200
3005785,18,F,Medellin,Antioquia,empleado,3508300,nivel_3,organico,7,5,4,160000,40000,36750,0,2,app_qr,22857,692000,0,,iOS,0,,1,672,0,40300
3005786,34,F,Barranquilla,Atlantico,estudiante,794500,nivel_2,ads_google,47,26,21,246400,11733,7800,0,6,app_qr,10187,260400,5,94.1,Android,1,3.2,1,498,0,92300
3005787,20,M,Bogota,Bogota DC,empleado,1696800,nivel_2,organico,40,10,4,62500,15625,13800,0,0,pse,2867,695300,0,,iOS,1,3.5,1,530,1,20500
