id,sexo,edad,anios_educacion,nivel_educativo,departamento,ingreso_laboral,horas_semana
16971,mujer,46,11,media,Cauca,828116,60
16972,hombre,48,15,superior,Cauca,400000,50
16973,mujer,43,10,media,Cauca,64000,21
16974,mujer,54,18,superior,Cauca,3000000,45
16975,hombre,47,17,superior,Cauca,3000000,45
16976,hombre,31,14,superior,Cauca,1500000,48
16977,mujer,28,11,media,Cauca,900000,48
16978,mujer,37,16,superior,Cesar,2400000,40
16979,hombre,61,7,secundaria,Cesar,1500000,60
16980,hombre,19,5,primaria,Cesar,850000,48
16981,hombre,38,11,media,Cesar,1200000,50
16982,mujer,30,11,media,Cesar,700000,40
16983,hombre,59,5,primaria,Cesar,600000,70
16984,mujer,50,11,media,Cesar,30000,7
16985,hombre,25,13,superior,Cesar,700000,48
16986,hombre,62,5,primaria,Cesar,1500000,84
16987,mujer,28,16,superior,Cesar,800000,40
16988,hombre,48,16,superior,Cesar,4500000,40
16989,mujer,48,11,media,Cesar,828200,48
16990,hombre,28,14,superior,Cesar,1000000,40
16991,mujer,57,22,superior,Cesar,5000000,48
16992,mujer,33,17,superior,Cesar,1500000,48
16993,mujer,47,14,superior,Cesar,781242,48
16994,mujer,52,5,primaria,Cesar,400000,45
16995,mujer,53,11,media,Cesar,900000,40
16996,hombre,32,16,superior,Cesar,1500000,48
16997,hombre,28,16,superior,Cesar,1800000,40
16998,hombre,49,11,media,Cesar,3500000,48
16999,mujer,49,11,media,Cesar,828200,48
17000,hombre,48,8,secundaria,Cesar,700000,70
17001,hombre,55,9,secundaria,Cesar,700000,56
17002,mujer,56,9,secundaria,Cesar,800000,40
17003,hombre,39,11,media,Cesar,900000,50
17004,mujer,36,11,media,Cesar,200000,40
17005,hombre,26,11,media,Cesar,948200,64
17006,mujer,24,11,media,Cesar,948200,60
17007,hombre,21,7,secundaria,Cesar,600000,64
17008,hombre,53,5,primaria,Cesar,700000,50
17009,hombre,46,9,secundaria,Cesar,600000,48
17010,hombre,41,11,media,Cesar,728200,48
17011,mujer,52,5,primaria,Cesar,236000,56
17012,hombre,28,11,media,Cesar,781242,48
17013,hombre,41,17,superior,Cesar,3000000,40
17014,mujer,37,17,superior,Cesar,2800000,40
17015,mujer,44,13,superior,Cesar,350000,24
17016,hombre,51,11,media,Cesar,800000,60
17017,hombre,20,11,media,Cesar,900000,60
17018,hombre,35,11,media,Cesar,600000,63
17019,mujer,36,11,media,Cesar,700000,40
17020,hombre,49,11,media,Cesar,781242,48
17021,mujer,54,5,primaria,Cesar,781242,48
17022,hombre,19,9,secundaria,Cesar,400000,45
17023,hombre,31,16,superior,Cesar,1800000,60
17024,mujer,22,11,media,Cesar,330000,48
17025,mujer,25,11,media,Cesar,160000,8
17026,hombre,51,11,media,Cesar,781242,48
17027,mujer,51,13,superior,Cesar,1281242,48
17028,hombre,61,14,superior,Cesar,800000,84
17029,hombre,52,14,superior,Cesar,700000,42
17030,mujer,34,11,media,Cesar,800000,42
17031,mujer,49,13,superior,Cesar,900000,48
17032,mujer,32,13,superior,Cesar,1300000,40
17033,mujer,57,17,superior,Cesar,900000,48
17034,hombre,41,16,superior,Cesar,1400000,48
17035,mujer,38,16,superior,Cesar,1200000,48
17036,hombre,46,11,media,Cesar,1300000,48
17037,mujer,46,14,superior,Cesar,250000,28
17038,mujer,55,16,superior,Cesar,1500000,40
17039,hombre,46,17,superior,Cesar,3480000,26
17040,mujer,30,14,superior,Cesar,500000,42
17041,hombre,46,16,superior,Cesar,1500000,48
17042,mujer,44,18,superior,Cesar,4000000,40
17043,mujer,50,18,superior,Cesar,3500000,40
17044,hombre,48,16,superior,Cesar,2551000,25
17045,mujer,41,16,superior,Cesar,2500000,40
17046,mujer,52,10,media,Cesar,200000,36
17047,hombre,26,13,superior,Cesar,1700000,96
17048,hombre,24,14,superior,Cesar,1200000,21
17049,mujer,25,16,superior,Cesar,1600000,48
17050,mujer,37,11,media,Cesar,400000,24
17051,hombre,35,10,media,Cesar,450000,36
17052,hombre,20,11,media,Cesar,100000,32
17053,mujer,53,11,media,Cesar,350000,30
17054,hombre,53,9,secundaria,Cesar,600000,20
17055,mujer,25,18,superior,Cesar,1200000,40
17056,mujer,35,16,superior,Cesar,1400000,40
17057,mujer,41,17,superior,Cesar,1500000,48
17058,mujer,39,14,superior,Cesar,800000,48
17059,hombre,59,5,primaria,Cesar,1000000,48
17060,mujer,51,11,media,Cesar,1300000,48
17061,hombre,30,13,superior,Cesar,860000,48
17062,hombre,39,16,superior,Cesar,2000000,48
17063,hombre,38,15,superior,Cesar,1300000,48
17064,mujer,54,13,superior,Cesar,3641000,40
17065,mujer,64,11,media,Cesar,500000,28
17066,mujer,56,5,primaria,Cesar,781242,48
17067,hombre,44,8,secundaria,Cesar,781242,60
17068,mujer,49,11,media,Cesar,781242,55
17069,mujer,35,11,media,Cesar,828200,48
17070,hombre,25,12,superior,Cesar,781242,40
17071,hombre,64,6,secundaria,Cordoba,800000,48
17072,hombre,27,11,media,Cordoba,856000,48
17073,hombre,22,11,media,Cordoba,750000,72
17074,mujer,41,0,ninguno,Cordoba,500000,48
17075,hombre,62,13,superior,Cordoba,1250000,48
17076,mujer,44,11,media,Cordoba,300000,24
17077,mujer,28,11,media,Cordoba,828116,48
17078,mujer,23,11,media,Cordoba,400000,35
17079,hombre,25,5,primaria,Cordoba,300000,48
17080,mujer,25,16,superior,Cordoba,828116,60
17081,mujer,49,5,primaria,Cordoba,370000,35
17082,hombre,23,14,superior,Cordoba,700000,48
17083,mujer,36,11,media,Choco,900000,54
17084,hombre,41,16,superior,Choco,828200,48
17085,hombre,22,11,media,Choco,2000000,70
17086,hombre,42,5,primaria,Choco,828200,48
17087,hombre,21,5,primaria,Choco,900000,40
17088,mujer,40,12,superior,Choco,540000,25
17089,hombre,23,11,media,Choco,828116,48
17090,hombre,30,13,superior,Choco,900000,48
17091,mujer,32,12,superior,Choco,100000,30
17092,hombre,40,16,superior,Choco,828116,48
17093,hombre,24,11,superior,Choco,200000,9
17094,mujer,26,11,superior,Choco,100000,15
17095,hombre,24,12,superior,Choco,828116,40
17096,hombre,28,11,media,Choco,1800000,70
17097,mujer,32,15,superior,Choco,828116,45
17098,hombre,28,11,media,Choco,1400000,72
17099,mujer,26,13,superior,Choco,500000,20
17100,mujer,43,14,superior,Choco,1416000,40
17101,hombre,28,12,superior,Choco,1700000,72
17102,mujer,35,18,superior,Huila,2700000,48
17103,mujer,37,13,superior,Huila,3000000,30
17104,mujer,42,16,superior,Huila,2000000,40
17105,hombre,48,11,media,Huila,2000000,46
17106,hombre,46,11,media,Huila,1500000,48
17107,mujer,53,11,media,Huila,800000,48
17108,hombre,22,13,superior,Huila,500000,30
17109,mujer,51,17,superior,Huila,3700000,40
17110,hombre,51,16,superior,Huila,800000,50
17111,hombre,42,14,superior,Huila,600000,70
17112,hombre,58,11,media,Huila,900000,48
17113,mujer,56,11,media,Huila,100000,70
17114,mujer,20,11,media,Huila,300000,30
17115,hombre,25,14,superior,Huila,400000,7
17116,hombre,33,11,media,Huila,950000,48
17117,mujer,33,9,secundaria,Huila,960000,60
17118,hombre,56,11,media,Huila,832400,48
17119,mujer,33,18,superior,Huila,3000000,48
17120,hombre,29,14,superior,Huila,1000000,48
17121,mujer,34,15,superior,Huila,1300000,45
17122,mujer,51,17,superior,Huila,2000000,48
17123,mujer,39,16,superior,Huila,2000000,48
17124,mujer,34,16,superior,Huila,1600000,48
17125,hombre,25,11,media,Huila,850000,70
17126,mujer,23,11,media,Huila,890000,48
17127,hombre,31,16,superior,Huila,1000000,50
17128,mujer,27,16,superior,Huila,1261000,44
17129,mujer,26,16,superior,Huila,1090000,48
17130,hombre,44,14,superior,Huila,1530000,68
17131,mujer,46,13,superior,Huila,1400000,40
17132,mujer,30,16,superior,Huila,2000000,44
17133,hombre,55,11,media,La Guajira,1050000,48
17134,mujer,48,14,superior,La Guajira,870000,48
17135,hombre,62,7,secundaria,La Guajira,1200000,56
17136,mujer,54,7,secundaria,La Guajira,120000,14
17137,hombre,37,14,superior,La Guajira,2800000,48
17138,mujer,28,16,superior,La Guajira,2600000,48
17139,hombre,36,18,superior,La Guajira,3500000,40
17140,hombre,34,16,superior,La Guajira,3000000,40
17141,hombre,51,11,media,Magdalena,700000,60
17142,mujer,49,5,primaria,Magdalena,800000,40
17143,mujer,24,14,superior,Magdalena,414058,16
17144,hombre,41,5,primaria,Magdalena,1200000,50
17145,mujer,38,6,secundaria,Magdalena,860000,60
17146,hombre,22,10,media,Magdalena,800000,50
17147,hombre,39,11,media,Magdalena,800000,60
17148,hombre,61,16,superior,Magdalena,500000,48
17149,mujer,29,14,superior,Magdalena,1200000,48
17150,hombre,19,7,secundaria,Magdalena,1100000,72
17151,hombre,22,11,media,Magdalena,600000,55
17152,hombre,23,11,media,Magdalena,600000,40
17153,hombre,20,11,media,Magdalena,600000,55
17154,hombre,30,11,media,Magdalena,800000,50
17155,mujer,46,3,primaria,Magdalena,80000,48
17156,hombre,55,16,superior,Magdalena,8000000,48
17157,mujer,26,13,superior,Magdalena,400000,21
17158,hombre,26,14,superior,Magdalena,828116,70
17159,hombre,63,10,media,Magdalena,1200000,54
17160,hombre,37,7,secundaria,Magdalena,400000,60
17161,mujer,34,14,superior,Magdalena,1500000,48
17162,hombre,36,14,superior,Magdalena,2200000,84
17163,hombre,28,9,secundaria,Magdalena,1000000,72
17164,hombre,55,4,primaria,Magdalena,400000,25
17165,mujer,27,17,superior,Magdalena,450000,30
17166,mujer,65,5,primaria,Magdalena,800000,42
17167,mujer,46,16,superior,Magdalena,1800000,48
17168,hombre,37,14,superior,Magdalena,1000000,42
17169,mujer,32,14,superior,Magdalena,1800000,48
17170,mujer,59,9,secundaria,Magdalena,828116,40
17171,hombre,51,6,secundaria,Magdalena,1000000,48
17172,mujer,25,13,superior,Magdalena,828116,48
17173,hombre,28,11,media,Magdalena,250000,48
17174,hombre,46,5,primaria,Magdalena,200000,70
17175,hombre,26,16,superior,Magdalena,150000,48
17176,hombre,20,9,secundaria,Magdalena,420000,48
17177,hombre,48,4,primaria,Magdalena,900000,50
17178,mujer,34,12,superior,Magdalena,300000,35
17179,hombre,35,11,media,Magdalena,250000,50
17180,mujer,24,11,media,Magdalena,150000,30
17181,hombre,52,11,media,Magdalena,1100000,48
17182,mujer,38,11,media,Magdalena,225000,6
17183,hombre,49,14,superior,Magdalena,1059000,48
17184,hombre,49,5,primaria,Magdalena,800000,48
17185,hombre,46,11,media,Magdalena,700000,48
17186,mujer,39,9,secundaria,Magdalena,300000,24
17187,hombre,60,11,media,Magdalena,1200000,54
17188,mujer,28,16,superior,Magdalena,828150,48
17189,hombre,37,11,media,Magdalena,1540000,56
17190,hombre,45,11,media,Magdalena,1000000,48
17191,hombre,26,13,superior,Magdalena,828116,48
17192,mujer,27,11,media,Magdalena,828116,44
17193,mujer,44,11,media,Magdalena,10000,56
17194,hombre,45,6,secundaria,Magdalena,400000,50
17195,mujer,50,0,ninguno,Magdalena,240000,56
17196,hombre,27,11,media,Magdalena,600000,40
17197,hombre,34,18,superior,Magdalena,1100000,48
17198,mujer,34,11,superior,Magdalena,1100000,48
17199,hombre,54,16,superior,Magdalena,700000,48
17200,hombre,45,11,media,Magdalena,800000,60
17201,mujer,46,11,media,Magdalena,1200000,63
17202,mujer,60,16,superior,Magdalena,1800000,40
17203,hombre,35,16,superior,Magdalena,600000,30
17204,mujer,36,17,superior,Meta,1800000,30
17205,hombre,37,18,superior,Meta,2600000,48
17206,mujer,56,11,media,Meta,400000,42
17207,hombre,36,13,superior,Meta,741242,98
17208,mujer,29,11,media,Meta,600000,56
17209,hombre,36,11,media,Meta,1000000,50
17210,mujer,33,11,media,Meta,1200000,60
17211,mujer,30,11,media,Meta,2000000,72
17212,hombre,49,11,media,Meta,1000000,40
17213,hombre,46,14,superior,Meta,1200000,60
17214,mujer,42,7,secundaria,Meta,300000,27
17215,hombre,33,12,superior,Meta,1380000,70
17216,mujer,32,16,superior,Meta,350000,25
17217,mujer,24,11,media,Meta,820000,44
17218,hombre,44,9,secundaria,Meta,500000,50
17219,hombre,41,11,media,Meta,1000000,52
17220,mujer,25,15,superior,Meta,500000,24
17221,hombre,47,11,media,Meta,800000,60
17222,hombre,30,11,media,Meta,826000,44
17223,mujer,25,11,media,Meta,1200000,44
17224,hombre,40,16,superior,Meta,2000000,48
17225,mujer,65,11,media,Meta,700000,50
17226,hombre,30,11,media,Meta,1800000,84
17227,hombre,41,5,primaria,Meta,1500000,48
17228,mujer,40,11,media,Meta,250000,15
17229,hombre,33,11,media,Meta,1200000,60
17230,hombre,22,13,superior,Meta,1200000,60
17231,mujer,20,11,media,Meta,980000,48
17232,hombre,44,20,superior,Narino,1300000,16
17233,mujer,43,11,superior,Narino,1400000,44
17234,mujer,54,11,media,Narino,500000,48
17235,hombre,26,12,superior,Narino,1600000,48
17236,mujer,29,18,superior,Narino,700000,30
17237,mujer,62,3,primaria,Narino,300000,40
17238,hombre,34,11,media,Narino,1300000,72
17239,hombre,42,11,media,Narino,800000,48
17240,hombre,18,10,media,Narino,500000,25
17241,hombre,29,9,secundaria,N. de Santander,860000,55
17242,hombre,35,11,media,N. de Santander,980000,48
17243,hombre,31,5,primaria,N. de Santander,500000,48
17244,hombre,23,11,media,N. de Santander,800000,65
17245,hombre,45,11,media,N. de Santander,240000,15
17246,mujer,38,11,media,N. de Santander,130000,14
17247,hombre,48,3,primaria,N. de Santander,1000000,50
17248,hombre,37,11,media,N. de Santander,760000,45
17249,hombre,30,13,superior,N. de Santander,1000000,50
17250,mujer,32,13,superior,N. de Santander,835000,40
17251,hombre,27,9,secundaria,N. de Santander,800000,60
17252,hombre,21,11,media,N. de Santander,1700000,96
17253,mujer,49,11,media,N. de Santander,120000,15
17254,hombre,56,5,primaria,N. de Santander,1128816,72
17255,mujer,44,0,ninguno,N. de Santander,850000,72
17256,hombre,40,5,primaria,N. de Santander,200000,56
17257,mujer,20,11,media,N. de Santander,250000,60
17258,mujer,39,9,secundaria,N. de Santander,50000,15
17259,mujer,42,5,primaria,N. de Santander,700000,66
17260,mujer,46,4,primaria,N. de Santander,978816,60
17261,hombre,52,7,secundaria,N. de Santander,1500000,70
17262,mujer,26,16,superior,N. de Santander,1800000,50
17263,mujer,26,16,superior,N. de Santander,1240000,48
17264,hombre,54,11,media,N. de Santander,400000,48
17265,mujer,50,18,superior,N. de Santander,3000000,30
17266,hombre,42,16,superior,Quindio,888116,40
17267,hombre,56,7,secundaria,Quindio,1400000,48
17268,mujer,54,11,media,Quindio,600000,30
17269,mujer,60,11,media,Quindio,1800000,40
17270,mujer,40,16,superior,Quindio,2200000,44
17271,hombre,34,16,superior,Quindio,4700000,40
17272,hombre,44,11,media,Quindio,828116,48
17273,mujer,47,2,primaria,Quindio,400000,20
17274,hombre,29,14,superior,Quindio,828116,24
17275,hombre,40,11,media,Quindio,800000,36
17276,mujer,63,20,superior,Quindio,3800000,30
17277,hombre,45,13,superior,Quindio,800000,40
17278,mujer,39,11,media,Quindio,828116,64
17279,hombre,60,11,media,Quindio,200000,50
17280,hombre,33,11,media,Quindio,800000,70
17281,mujer,47,13,superior,Quindio,1480000,50
17282,mujer,23,16,superior,Quindio,1100000,50
17283,hombre,27,11,media,Quindio,828000,48
17284,mujer,28,11,media,Quindio,828000,48
17285,mujer,64,5,primaria,Quindio,400000,16
17286,mujer,61,11,media,Quindio,80000,42
17287,hombre,59,13,superior,Quindio,1900000,48
17288,mujer,33,16,superior,Quindio,2800000,46
17289,mujer,47,3,primaria,Quindio,120000,40
17290,mujer,35,13,superior,Quindio,760000,48
17291,mujer,46,18,superior,Quindio,2500000,30
17292,mujer,22,16,superior,Quindio,2500000,40
17293,hombre,60,18,superior,Quindio,3000000,30
17294,mujer,38,11,media,Quindio,70000,6
17295,mujer,64,5,primaria,Quindio,260000,26
17296,hombre,41,17,superior,Quindio,3300000,30
17297,hombre,45,11,media,Quindio,900000,50
17298,mujer,40,12,superior,Quindio,1300000,48
17299,hombre,55,11,media,Quindio,800000,60
17300,hombre,38,5,primaria,Risaralda,1100000,48
17301,hombre,52,6,secundaria,Risaralda,200000,70
17302,mujer,21,14,superior,Risaralda,1000000,48
17303,mujer,28,14,superior,Risaralda,900000,48
17304,hombre,35,11,media,Risaralda,1000000,48
17305,mujer,26,11,media,Risaralda,828116,48
17306,hombre,26,11,media,Risaralda,900000,48
17307,hombre,58,4,primaria,Risaralda,400000,96
17308,hombre,44,8,secundaria,Risaralda,850000,48
17309,hombre,28,11,media,Risaralda,1000000,48
17310,hombre,62,8,secundaria,Risaralda,840000,30
17311,hombre,32,13,superior,Risaralda,828116,48
17312,hombre,34,11,media,Risaralda,1500000,48
17313,mujer,48,11,media,Risaralda,400000,40
17314,hombre,21,11,media,Risaralda,400000,20
17315,hombre,36,16,superior,Risaralda,1300000,48
17316,hombre,35,16,superior,Risaralda,1500000,30
17317,hombre,43,11,media,Risaralda,1660000,48
17318,mujer,41,12,superior,Risaralda,400000,10
17319,hombre,37,15,superior,Risaralda,1500000,48
17320,hombre,50,13,superior,Risaralda,1100000,48
17321,hombre,39,11,media,Risaralda,1500000,30
17322,mujer,48,5,primaria,Risaralda,100000,48
17323,hombre,26,11,media,Risaralda,828116,50
17324,mujer,26,13,superior,Risaralda,900000,48
17325,hombre,48,11,media,Risaralda,90000,48
17326,hombre,23,10,media,Risaralda,828116,60
17327,hombre,40,11,media,Risaralda,2000000,60
17328,hombre,33,11,media,Risaralda,1000000,60
17329,mujer,51,5,primaria,Risaralda,830000,72
17330,hombre,18,5,primaria,Risaralda,200000,40
17331,hombre,23,11,media,Risaralda,828116,60
17332,hombre,31,5,primaria,Risaralda,850000,55
17333,mujer,28,9,secundaria,Risaralda,900000,42
17334,hombre,39,11,media,Risaralda,1400000,60
17335,mujer,59,11,media,Risaralda,900000,30
17336,hombre,38,16,superior,Risaralda,2500000,40
17337,mujer,35,13,superior,Risaralda,1200000,48
17338,mujer,23,16,superior,Risaralda,828116,48
17339,mujer,42,11,media,Risaralda,800000,48
17340,hombre,29,15,superior,Risaralda,1875000,54
17341,mujer,25,16,superior,Risaralda,1250000,48
17342,mujer,52,18,superior,Risaralda,1300000,40
17343,mujer,25,16,superior,Risaralda,900000,40
17344,hombre,26,13,superior,Risaralda,828116,48
17345,mujer,34,11,media,Risaralda,828116,48
17346,hombre,50,11,media,Risaralda,1200000,55
17347,mujer,29,12,superior,Risaralda,828116,48
17348,mujer,48,11,media,Risaralda,800000,40
17349,hombre,57,5,primaria,Risaralda,1000000,50
17350,mujer,52,0,ninguno,Risaralda,700000,48
17351,hombre,33,6,secundaria,Risaralda,700000,48
17352,mujer,31,11,media,Risaralda,700000,48
17353,hombre,41,11,media,Risaralda,828116,50
17354,hombre,39,11,media,Risaralda,828116,50
17355,mujer,20,11,media,Risaralda,700000,60
17356,hombre,56,9,secundaria,Risaralda,1000000,60
17357,mujer,39,18,superior,Santander,1800000,24
17358,hombre,43,18,superior,Santander,1200000,40
17359,mujer,40,18,superior,Santander,3000000,40
17360,hombre,45,12,superior,Santander,1500000,63
17361,hombre,53,8,secundaria,Santander,1300000,50
17362,mujer,42,9,secundaria,Santander,100000,10
17363,hombre,45,11,media,Santander,1500000,48
17364,hombre,36,9,secundaria,Santander,800000,48
17365,hombre,48,3,primaria,Santander,50000,48
17366,mujer,40,11,media,Santander,1600000,16
17367,hombre,48,11,media,Santander,828116,80
17368,mujer,40,11,media,Santander,828116,48
17369,hombre,42,11,media,Santander,800000,56
17370,mujer,47,5,primaria,Santander,900000,60
17371,mujer,22,11,media,Santander,350000,40
17372,hombre,51,3,primaria,Santander,828100,48
17373,mujer,41,11,media,Santander,720000,24
17374,mujer,64,18,superior,Santander,2800000,5
17375,hombre,39,7,secundaria,Santander,200000,50
17376,mujer,63,5,primaria,Santander,500000,70
17377,hombre,56,16,superior,Santander,5000000,36
17378,hombre,59,11,media,Santander,750000,64
17379,hombre,55,8,secundaria,Santander,1200000,63
17380,hombre,39,14,superior,Santander,3000000,25
17381,mujer,64,5,primaria,Santander,90000,5
17382,mujer,39,11,media,Santander,1150000,50
17383,hombre,35,4,primaria,Santander,1000000,40
17384,mujer,23,11,media,Santander,781242,48
17385,hombre,25,14,superior,Santander,300000,20
17386,hombre,55,2,primaria,Santander,1300000,119
17387,hombre,33,18,superior,Santander,4000000,70
17388,mujer,30,16,superior,Santander,828000,36
17389,mujer,41,7,secundaria,Santander,500000,40
17390,hombre,46,5,primaria,Santander,60000,40
17391,hombre,29,11,media,Santander,800000,54
17392,hombre,39,11,media,Santander,1000000,50
17393,mujer,40,11,media,Santander,1000000,20
17394,hombre,64,7,secundaria,Santander,700000,50
17395,hombre,26,11,media,Santander,1000000,54
17396,hombre,21,13,superior,Santander,300000,24
17397,mujer,45,4,primaria,Santander,500000,56
17398,hombre,40,11,media,Santander,600000,50
17399,hombre,27,8,secundaria,Santander,700000,56
17400,mujer,43,5,primaria,Santander,650000,56
17401,hombre,48,8,secundaria,Santander,900000,48
17402,hombre,26,15,superior,Santander,838100,48
17403,hombre,60,7,secundaria,Santander,800000,60
17404,hombre,37,11,media,Santander,1000000,60
17405,mujer,21,13,superior,Santander,920000,18
17406,hombre,59,16,superior,Santander,2800000,30
17407,mujer,25,16,superior,Santander,1300000,48
17408,hombre,49,11,media,Santander,2000000,44
17409,hombre,31,17,superior,Santander,2500000,45
17410,mujer,41,14,superior,Santander,850000,50
17411,hombre,40,11,media,Santander,1000000,40
17412,hombre,54,19,superior,Santander,3200000,52
17413,hombre,44,11,media,Santander,950000,48
17414,mujer,45,11,media,Santander,930000,48
17415,mujer,43,14,superior,Santander,828000,48
17416,hombre,27,11,media,Sucre,1542500,40
17417,mujer,38,14,superior,Sucre,20000,14
17418,mujer,58,7,secundaria,Tolima,900000,105
17419,hombre,25,12,superior,Tolima,400000,42
17420,mujer,47,16,superior,Tolima,1800000,50
17421,hombre,58,11,media,Tolima,3300000,48
17422,hombre,44,17,superior,Tolima,900000,20
17423,mujer,62,16,superior,Tolima,1000000,48
17424,hombre,49,16,superior,Tolima,2000000,48
17425,mujer,50,5,primaria,Tolima,800000,50
17426,hombre,45,14,superior,Tolima,850000,82
17427,mujer,42,11,media,Tolima,1190000,56
17428,hombre,60,11,media,Tolima,1000000,50
17429,hombre,27,16,superior,Tolima,1200000,40
17430,hombre,19,11,superior,Tolima,600000,40
17431,mujer,26,16,superior,Tolima,1600000,40
17432,mujer,26,16,superior,Tolima,1500000,40
17433,hombre,42,16,superior,Tolima,3300000,48
17434,mujer,49,2,primaria,Tolima,500000,35
17435,hombre,23,0,ninguno,Tolima,250000,54
17436,hombre,65,3,primaria,Tolima,350000,48
17437,hombre,24,11,media,Tolima,290000,24
17438,hombre,35,12,superior,Tolima,828116,48
17439,mujer,28,18,superior,Tolima,5887000,45
17440,hombre,29,11,media,Tolima,1540000,48
17441,hombre,39,11,media,Tolima,1040000,72
17442,hombre,33,16,superior,Tolima,800000,48
17443,mujer,32,17,superior,Tolima,1300000,48
17444,hombre,28,16,superior,Tolima,1000000,48
17445,mujer,25,11,media,Tolima,700000,50
17446,mujer,55,16,superior,Tolima,1140000,40
17447,hombre,45,5,primaria,Tolima,828116,72
17448,mujer,38,13,superior,Tolima,828116,48
17449,mujer,52,13,superior,Tolima,1200000,60
17450,hombre,41,11,media,Tolima,900000,60
17451,mujer,41,5,primaria,Tolima,50000,14
17452,mujer,34,13,superior,Tolima,828116,50
17453,hombre,37,5,primaria,Tolima,1000000,45
17454,mujer,37,11,media,Tolima,1080000,66
17455,hombre,36,11,media,Tolima,800000,45
17456,hombre,32,11,media,Tolima,828211,48
17457,hombre,33,19,superior,Tolima,300000,50
17458,mujer,22,13,superior,Tolima,1090000,66
17459,hombre,42,11,media,Tolima,828100,50
17460,mujer,45,13,superior,Tolima,828116,72
17461,hombre,32,11,media,Tolima,2000000,50
17462,mujer,29,13,superior,Tolima,935000,50
17463,mujer,49,5,primaria,Tolima,150000,30
17464,hombre,50,16,superior,Tolima,1500000,72
17465,mujer,30,16,superior,Tolima,1500000,48
17466,mujer,47,11,media,Tolima,500000,72
17467,hombre,49,16,superior,Tolima,1200000,48
17468,mujer,50,11,media,Tolima,2700000,48
17469,hombre,44,11,media,Valle del Cauca,828116,72
17470,hombre,40,16,superior,Valle del Cauca,1060000,48
17471,mujer,36,18,superior,Valle del Cauca,500000,30
17472,hombre,39,17,superior,Valle del Cauca,400000,48
17473,hombre,31,11,media,Valle del Cauca,1000000,48
17474,hombre,42,11,media,Valle del Cauca,980000,56
17475,mujer,42,11,media,Valle del Cauca,100000,6
17476,mujer,55,10,media,Valle del Cauca,1063000,48
17477,mujer,23,11,media,Valle del Cauca,1500000,48
17478,hombre,32,11,media,Valle del Cauca,800000,35
17479,hombre,43,11,media,Valle del Cauca,828116,48
17480,mujer,39,11,media,Valle del Cauca,560000,51
17481,mujer,29,17,superior,Valle del Cauca,600000,40
17482,hombre,30,11,media,Valle del Cauca,828116,48
17483,mujer,53,5,primaria,Valle del Cauca,500000,42
17484,hombre,51,11,media,Valle del Cauca,1200000,48
17485,mujer,45,10,media,Valle del Cauca,980000,48
17486,mujer,21,11,media,Valle del Cauca,760000,36
17487,mujer,18,10,media,Valle del Cauca,100000,30
17488,hombre,31,13,superior,Valle del Cauca,817000,40
17489,mujer,28,17,superior,Valle del Cauca,420000,20
17490,mujer,63,7,secundaria,Valle del Cauca,828116,60
17491,mujer,53,5,primaria,Valle del Cauca,600000,70
17492,mujer,30,11,media,Valle del Cauca,900000,44
17493,mujer,35,11,media,Valle del Cauca,696000,50
17494,mujer,49,11,media,Valle del Cauca,260000,8
17495,hombre,43,11,media,Valle del Cauca,1600000,50
17496,mujer,39,5,primaria,Valle del Cauca,1050000,50
17497,mujer,20,11,media,Valle del Cauca,828116,60
17498,mujer,50,11,media,Valle del Cauca,828116,48
17499,hombre,58,11,media,Valle del Cauca,760000,60
17500,mujer,41,19,superior,Valle del Cauca,919000,48
17501,hombre,55,13,superior,Valle del Cauca,1000000,40
17502,mujer,47,13,superior,Valle del Cauca,1600000,48
17503,hombre,29,9,secundaria,Valle del Cauca,828116,45
17504,hombre,55,5,primaria,Valle del Cauca,250000,24
17505,mujer,64,3,primaria,Valle del Cauca,200000,15
17506,mujer,35,11,media,Valle del Cauca,1200000,48
17507,hombre,55,4,primaria,Valle del Cauca,800000,78
17508,hombre,58,10,media,Valle del Cauca,400000,25
17509,mujer,43,11,media,Valle del Cauca,350000,14
17510,hombre,18,11,media,Valle del Cauca,900000,48
17511,hombre,54,16,superior,Valle del Cauca,2000000,40
17512,hombre,48,5,primaria,Valle del Cauca,900000,60
17513,mujer,48,11,media,Valle del Cauca,120000,16
17514,mujer,64,2,primaria,Valle del Cauca,400000,28
17515,hombre,42,10,media,Valle del Cauca,1200000,74
17516,hombre,38,11,media,Valle del Cauca,1000000,45
17517,hombre,50,2,primaria,Valle del Cauca,1100000,50
17518,hombre,48,0,ninguno,Cundinamarca,1000000,90
17519,mujer,41,2,primaria,Cundinamarca,70000,4
17520,mujer,18,11,media,Cundinamarca,600000,60
17521,mujer,31,18,superior,Cundinamarca,2000000,48
17522,hombre,63,0,ninguno,Cundinamarca,120000,24
17523,mujer,52,19,superior,Cundinamarca,2566000,44
17524,hombre,61,18,superior,Cundinamarca,1550000,60
17525,mujer,52,7,secundaria,Cundinamarca,781242,60
17526,hombre,53,5,primaria,Cundinamarca,250000,18
17527,hombre,32,10,media,Cundinamarca,961242,60
17528,mujer,25,11,media,Cundinamarca,600000,70
17529,mujer,48,13,superior,Cundinamarca,1200000,35
17530,hombre,46,4,primaria,Cundinamarca,450000,32
17531,hombre,44,13,superior,Cundinamarca,1200000,48
